transcript	description	eval	begin	end
MSTRG.22607.1	Synaptotagmin-like (S variant)	0.02	13	114
MSTRG.22616.1	Cullin repeat	0.0045	139	342
MSTRG.22635.2	Classic zinc finger, C2H2	0.0063	545	597
MSTRG.22635.2	Classic zinc finger, C2H2	0.005	167	224
MSTRG.22635.2	Classic zinc finger, C2H2	0.0064	111	168
MSTRG.22635.2	Classic zinc finger, C2H2	0.0067	391	448
MSTRG.22635.2	Classic zinc finger, C2H2	0.0079	447	504
MSTRG.22635.2	Classic zinc finger, C2H2	0.0071	223	280
MSTRG.22635.2	Classic zinc finger, C2H2	0.0051	279	336
MSTRG.22635.2	Classic zinc finger, C2H2	0.0082	335	392
MSTRG.22635.2	Classic zinc finger, C2H2	0.006	503	560
MSTRG.22635.2	Classic zinc finger, C2H2	0.0045	73	125
MSTRG.22635.2	KRAB domain (Kruppel-associated box)	0.00014	2	58
MSTRG.22635.3	KRAB domain (Kruppel-associated box)	0.00014	2	58
MSTRG.22635.4	Classic zinc finger, C2H2	0.0063	545	597
MSTRG.22635.4	Classic zinc finger, C2H2	0.005	167	224
MSTRG.22635.4	Classic zinc finger, C2H2	0.0064	111	168
MSTRG.22635.4	Classic zinc finger, C2H2	0.0067	391	448
MSTRG.22635.4	Classic zinc finger, C2H2	0.0079	447	504
MSTRG.22635.4	Classic zinc finger, C2H2	0.0071	223	280
MSTRG.22635.4	Classic zinc finger, C2H2	0.0051	279	336
MSTRG.22635.4	Classic zinc finger, C2H2	0.0082	335	392
MSTRG.22635.4	Classic zinc finger, C2H2	0.006	503	560
MSTRG.22635.4	Classic zinc finger, C2H2	0.0045	73	125
MSTRG.22635.4	KRAB domain (Kruppel-associated box)	0.00014	2	58
MSTRG.22635.5	KRAB domain (Kruppel-associated box)	0.00014	2	58
MSTRG.22639.1	Fibronectin type III	0.007	127	212
MSTRG.22639.3	Fibronectin type III	0.007	34	119
MSTRG.22639.5	Fibronectin type III	0.007	127	211
MSTRG.22639.5	Fibronectin type III	0.0063	226	274
MSTRG.22639.6	Fibronectin type III	0.007	34	118
MSTRG.22639.6	Fibronectin type III	0.0063	133	181
MSTRG.22649.1	Acyl-CoA binding protein	6e-04	1	40
MSTRG.22649.2	Acyl-CoA binding protein	6e-04	1	40
MSTRG.22658.2	Actin/HSP70	2.71e-05	2	183
MSTRG.22658.2	Actin/HSP70	0.00018	190	330
MSTRG.22658.5	Actin/HSP70	0.0033	1	46
MSTRG.22673.1	Second domain of FERM	0.0015	104	213
MSTRG.22673.1	First domain of FERM	0.0025	18	104
MSTRG.22673.1	Third domain of FERM	0.0067	214	252
MSTRG.22689.1	Functional domain of the splicing factor Prp18	0.00028	169	341
MSTRG.22689.1	PRP4-like	4.45e-05	74	130
MSTRG.22694.1	PhyH-like	0.00075	44	82
MSTRG.22694.2	PhyH-like	1.78e-06	44	165
MSTRG.22694.4	PhyH-like	4.07e-09	4	240
MSTRG.22723.3	MutT-like	0.0065	16	154
MSTRG.22723.4	MutT-like	0.005	16	180
MSTRG.22726.1	Preprotein translocase SecY subunit	9.03e-05	8	155
MSTRG.22726.2	Preprotein translocase SecY subunit	9.03e-05	8	155
MSTRG.22726.3	Preprotein translocase SecY subunit	9.55e-05	8	154
MSTRG.22726.4	Preprotein translocase SecY subunit	9.55e-05	8	154
MSTRG.22730.2	MIF4G domain-like	2.62e-10	766	1009
MSTRG.22730.2	MIF4G domain-like	0.0069	566	756
MSTRG.22730.2	MIF4G domain-like	0.032	183	359
MSTRG.22741.1	Canonical RBD	0.0048	12	152
MSTRG.22741.12	Canonical RBD	0.006	7	102
MSTRG.22741.12	Canonical RBD	7.97e-06	107	198
MSTRG.22741.12	Canonical RBD	7.97e-06	400	484
MSTRG.22741.13	Canonical RBD	0.0035	32	132
MSTRG.22741.13	Canonical RBD	7.97e-06	138	229
MSTRG.22741.13	Canonical RBD	7.97e-06	431	515
MSTRG.22741.15	Canonical RBD	0.006	7	102
MSTRG.22741.15	Canonical RBD	7.97e-06	107	198
MSTRG.22741.15	Canonical RBD	7.97e-06	402	486
MSTRG.22741.16	Canonical RBD	0.006	49	144
MSTRG.22741.16	Canonical RBD	7.97e-06	149	240
MSTRG.22741.16	Canonical RBD	7.97e-06	444	528
MSTRG.22741.3	Canonical RBD	0.0035	32	132
MSTRG.22741.3	Canonical RBD	7.97e-06	138	229
MSTRG.22741.3	Canonical RBD	7.97e-06	427	511
MSTRG.22741.8	Canonical RBD	0.006	7	102
MSTRG.22741.8	Canonical RBD	7.97e-06	107	198
MSTRG.22741.8	Canonical RBD	7.97e-06	396	480
MSTRG.22741.9	Canonical RBD	0.0035	32	132
MSTRG.22741.9	Canonical RBD	7.97e-06	138	229
MSTRG.22741.9	Canonical RBD	7.97e-06	427	511
MSTRG.22767.1	Classic zinc finger, C2H2	0.07	26	66
MSTRG.22903.3	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, phosphatase domain	2.6e-07	248	445
MSTRG.22903.3	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase, kinase domain	8.44e-08	34	246
MSTRG.22910.1	Tandem AAA-ATPase domain	0.009	43	238
MSTRG.22910.1	Tandem AAA-ATPase domain	0.009	267	349
MSTRG.22910.2	Tandem AAA-ATPase domain	0.016	43	222
MSTRG.22910.3	Tandem AAA-ATPase domain	0.016	43	222
MSTRG.22911.1	Ankyrin repeat	0.00014	28	227
MSTRG.22911.10	Ankyrin repeat	6e-04	26	178
MSTRG.22911.11	Ankyrin repeat	0.00014	28	227
MSTRG.22911.2	Ankyrin repeat	0.00033	26	192
MSTRG.22911.5	Ankyrin repeat	0.00014	29	226
MSTRG.22911.5	Ankyrin repeat	0.0027	216	290
MSTRG.22911.6	Ankyrin repeat	6e-04	26	153
MSTRG.22914.6	Integrin alpha N-terminal domain	1.32e-09	38	474
MSTRG.22918.1	Calmodulin-like	0.067	43	128
MSTRG.22918.2	Calmodulin-like	0.067	43	128
MSTRG.22918.3	Polcalcin	0.069	84	155
MSTRG.22918.5	Calmodulin-like	0.067	257	339
MSTRG.22923.2	Phosphotriesterase-like	0.0012	1	121
MSTRG.22961.9	Nucleotide and nucleoside kinases	1.46e-08	193	379
MSTRG.22961.9	SH3-domain	1.05e-06	47	192
MSTRG.2297.3	tRNA-intron endonuclease catalytic domain-like	7.63e-07	77	189
MSTRG.2297.5	tRNA-intron endonuclease catalytic domain-like	3.61e-07	34	154
MSTRG.22994.4	NOL1/NOP2/sun	0.00035	4	23
MSTRG.22994.4	NOL1/NOP2/sun	0.00035	132	413
MSTRG.22994.4	Hypothetical RNA methyltransferase domain (HRMD)	0.052	61	137
MSTRG.22994.6	NOL1/NOP2/sun	0.0059	38	74
MSTRG.22994.6	NOL1/NOP2/sun	0.0059	183	257
MSTRG.22994.6	Hypothetical RNA methyltransferase domain (HRMD)	0.052	112	188
MSTRG.2301.1	Ras GEF	6.11e-05	86	413
MSTRG.2301.1	Ras GEF	6.11e-05	443	555
MSTRG.2301.1	Ras-binding domain, RBD	6.21e-06	674	769
MSTRG.2301.2	Ras GEF	6.11e-05	54	376
MSTRG.2301.2	Ras GEF	6.11e-05	406	518
MSTRG.2301.2	Ras-binding domain, RBD	6.21e-06	637	732
MSTRG.23030.1	SH3-domain	1e-04	218	300
MSTRG.23030.1	LASP-1	0.0041	2	30
MSTRG.23030.10	LASP-1	0.0041	2	30
MSTRG.23030.3	LASP-1	0.0041	2	30
MSTRG.23030.7	LASP-1	0.0041	2	30
MSTRG.23043.10	PHD domain	0.012	10	74
MSTRG.23043.11	PHD domain	0.012	10	74
MSTRG.23043.12	PHD domain	0.012	10	74
MSTRG.23043.13	PHD domain	0.012	10	74
MSTRG.23043.3	PHD domain	0.01	10	88
MSTRG.23043.7	PHD domain	0.01	10	88
MSTRG.23043.8	PHD domain	0.01	10	88
MSTRG.23043.9	PHD domain	0.012	10	74
MSTRG.23050.1	Chaperone J-domain	0.00051	60	135
MSTRG.23060.1	Phosphatidylinositol phosphate kinase IIbeta, PIPK IIbeta	2.53e-09	31	267
MSTRG.23060.3	Phosphatidylinositol phosphate kinase IIbeta, PIPK IIbeta	4.08e-08	31	214
MSTRG.23062.3	Armadillo repeat	0.09	5	106
MSTRG.2307.1	SH3-domain	0.0015	232	320
MSTRG.2307.1	SH3-domain	1e-04	454	513
MSTRG.2307.1	PB1 domain	1.95e-05	347	426
MSTRG.2307.1	Tetratricopeptide repeat (TPR)	3.46e-07	6	144
MSTRG.2307.2	Tetratricopeptide repeat (TPR)	0.0017	2	73
MSTRG.2308.4	Tetratricopeptide repeat (TPR)	1.24e-14	1	494
MSTRG.2308.9	Tetratricopeptide repeat (TPR)	4.98e-05	1	60
MSTRG.23082.1	BCR-homology GTPase activation domain (BH-domain)	2.6e-05	1148	1343
MSTRG.23082.1	Pleckstrin-homology domain (PH domain)	5.23e-07	938	1061
MSTRG.23082.1	PDZ domain	0.012	42	167
MSTRG.23082.4	BCR-homology GTPase activation domain (BH-domain)	2.6e-05	1138	1333
MSTRG.23082.4	Pleckstrin-homology domain (PH domain)	5.89e-07	928	1051
MSTRG.23082.4	PDZ domain	0.012	42	167
MSTRG.23089.1	Tryptophan synthase beta subunit-like PLP-dependent enzymes	7.15e-05	1	218
MSTRG.2311.1	Adenylyltransferase	5.39e-05	6	123
MSTRG.2311.1	Adenylyltransferase	5.39e-05	187	219
MSTRG.2311.7	Adenylyltransferase	6e-04	64	181
MSTRG.23121.1	Isoprenyl diphosphate synthases	7e-04	86	370
MSTRG.23121.2	Isoprenyl diphosphate synthases	0.011	86	149
MSTRG.23121.6	Isoprenyl diphosphate synthases	0.00096	86	277
MSTRG.23124.12	SH3-domain	0.00054	123	149
MSTRG.23124.12	SH3-domain	0.00054	179	233
MSTRG.23126.1	Acyl-CoA binding protein	0.00042	44	130
MSTRG.23139.1	Histamine methyltransferase	4.61e-10	15	292
MSTRG.23139.2	Histamine methyltransferase	4.61e-10	15	292
MSTRG.23148.2	Histone lysine methyltransferases	3.39e-05	959	1210
MSTRG.23148.2	Ankyrin repeat	6.27e-05	693	934
MSTRG.23151.1	Arrestin/Vps26-like	0.024	7	147
MSTRG.23151.1	Arrestin/Vps26-like	0.069	147	271
MSTRG.23151.2	Arrestin/Vps26-like	0.024	7	147
MSTRG.23151.2	Arrestin/Vps26-like	0.069	147	271
MSTRG.23176.1	Tubulin, GTPase domain	4.71e-05	1	55
MSTRG.23179.1	RING finger domain, C3HC4	0.01	140	200
MSTRG.23179.2	RING finger domain, C3HC4	0.01	140	200
MSTRG.23179.3	RING finger domain, C3HC4	0.01	140	200
MSTRG.23180.1	Flavodoxin-related	0.077	5	61
MSTRG.23188.10	L-arabinose binding protein-like	0.0074	7	66
MSTRG.23193.3	Epoxide hydrolase	0.074	109	398
MSTRG.23193.4	Epoxide hydrolase	0.069	79	207
MSTRG.23194.4	UDP-glucose pyrophosphorylase	0.0047	7	98
MSTRG.23201.6	Retinol binding protein-like	0.00014	30	187
MSTRG.23202.7	Retinol binding protein-like	6.28e-06	34	147
MSTRG.23203.12	Quinoprotein alcohol dehydrogenase-like	0.04	23	181
MSTRG.23203.3	F-box domain	0.0026	6	73
MSTRG.23203.3	F-box domain	0.0026	100	121
MSTRG.23203.4	F-box domain	0.0026	6	67
MSTRG.23203.6	WD40-repeat	0.0048	75	234
MSTRG.23203.6	WD40-repeat	0.0048	393	544
MSTRG.23203.6	F-box domain	0.0026	6	73
MSTRG.23203.6	F-box domain	0.0026	100	133
MSTRG.23208.7	Janus/Ocnus	1.26e-06	4	144
MSTRG.23211.1	G proteins	0.013	41	102
MSTRG.23220.1	RIKEN cDNA 2310057j16 protein (KIAA1543)	0.00032	1450	1495
MSTRG.23220.1	Calponin-homology domain, CH-domain	0.0058	245	349
MSTRG.23220.8	Calponin-homology domain, CH-domain	0.0058	254	358
MSTRG.23222.1	Ubiquitin-related	0.011	8	87
MSTRG.23222.2	UBA domain	0.0018	168	243
MSTRG.23222.2	UBA domain	0.025	283	325
MSTRG.23222.2	Ubiquitin-related	0.011	8	94
MSTRG.23222.3	Ubiquitin-related	0.011	8	87
MSTRG.23222.6	Ubiquitin-related	0.011	8	94
MSTRG.23233.3	FAD-dependent thiol oxidase	0.0027	206	316
MSTRG.23243.3	MPP-like	0.00093	63	150
MSTRG.23243.4	MPP-like	0.00093	63	150
MSTRG.23243.5	MPP-like	0.00093	63	150
MSTRG.23244.1	Inositol polyphosphate 5-phosphatase (IPP5)	0.00062	295	520
MSTRG.23244.5	Inositol polyphosphate 5-phosphatase (IPP5)	0.00073	2	219
MSTRG.23251.11	EGF-type module	0.0054	141	182
MSTRG.23251.11	EGF-type module	0.018	111	147
MSTRG.23253.3	Glycerol-3-phosphate (1)-acyltransferase	0.023	7	153
MSTRG.23265.1	DnaQ-like 3'-5' exonuclease	2e-04	254	346
MSTRG.23269.4	TSP-1 type 1 repeat	0.003	28	86
MSTRG.23280.1	Bromodomain	0.00022	20	148
MSTRG.23280.1	Bromodomain	0.00024	297	420
MSTRG.23280.2	Bromodomain	0.00022	20	148
MSTRG.23285.3	WD40-repeat	5.18e-06	33	331
MSTRG.23311.1	HspBP1 domain	0.087	9	223
MSTRG.23311.3	HspBP1 domain	0.087	9	224
MSTRG.23311.9	HspBP1 domain	0.087	9	222
MSTRG.2332.3	Double-stranded RNA-binding domain (dsRBD)	0.00026	3	38
MSTRG.2332.6	Double-stranded RNA-binding domain (dsRBD)	6.44e-05	158	218
MSTRG.2332.6	Double-stranded RNA-binding domain (dsRBD)	9.33e-06	3	75
MSTRG.2332.8	Double-stranded RNA-binding domain (dsRBD)	1.26e-06	158	268
MSTRG.2332.8	Double-stranded RNA-binding domain (dsRBD)	9.33e-06	3	75
MSTRG.2332.8	Tandem AAA-ATPase domain	0.011	400	549
MSTRG.23349.6	Pseudouridine synthase RsuA/RluD	0.081	9	34
MSTRG.23349.6	Pseudouridine synthase RsuA/RluD	0.081	69	87
MSTRG.23353.5	C9orf74 homolog	5.89e-05	5	63
MSTRG.23360.10	Myosin rod fragments	0.004	570	680
MSTRG.23365.14	Spectrin repeat	0.001	222	368
MSTRG.23365.14	Spectrin repeat	2.97e-05	330	473
MSTRG.23365.14	Spectrin repeat	0.0014	2	100
MSTRG.23365.14	Spectrin repeat	0.0018	488	521
MSTRG.23365.15	Spectrin repeat	0.001	202	348
MSTRG.23365.15	Spectrin repeat	2.97e-05	310	453
MSTRG.23365.15	Spectrin repeat	0.0015	9	87
MSTRG.23365.15	Spectrin repeat	0.0018	468	501
MSTRG.23365.16	Spectrin repeat	0.001	222	364
MSTRG.23365.16	Spectrin repeat	0.00064	142	262
MSTRG.23365.16	Spectrin repeat	6.62e-05	330	457
MSTRG.23365.16	Spectrin repeat	0.0014	2	100
MSTRG.23365.16	Spectrin repeat	0.00052	434	521
MSTRG.23365.3	Spectrin repeat	0.00016	215	370
MSTRG.23365.3	Spectrin repeat	0.00071	321	474
MSTRG.23365.3	Spectrin repeat	0.00014	428	581
MSTRG.23365.3	Spectrin repeat	1.27e-05	22	157
MSTRG.23366.1	WD40-repeat	0.017	161	513
MSTRG.23373.1	Plakophilin 1 helical region	0.011	390	756
MSTRG.23373.1	Cyclin A/CDK2-associated p19, Skp2	0.027	79	297
MSTRG.23373.2	Plakophilin 1 helical region	0.011	390	754
MSTRG.23373.2	Cyclin A/CDK2-associated p19, Skp2	0.027	79	297
MSTRG.23381.5	AAT-like	1.27e-07	7	191
MSTRG.23386.1	Ngr ectodomain-like	0.024	428	781
MSTRG.23386.4	Ngr ectodomain-like	0.024	428	781
MSTRG.23386.6	PhyH-like	0.0042	24	62
MSTRG.23386.6	PhyH-like	0.0042	93	288
MSTRG.23391.1	BAR domain	0.001	18	178
MSTRG.23391.1	BAR domain	0.001	220	282
MSTRG.23391.1	SH3-domain	0.0019	314	324
MSTRG.23391.1	SH3-domain	0.0019	359	416
MSTRG.23391.10	BAR domain	0.0013	18	178
MSTRG.23391.10	BAR domain	0.0013	270	332
MSTRG.23391.10	SH3-domain	0.0019	348	361
MSTRG.23391.10	SH3-domain	0.0019	396	453
MSTRG.23391.11	BAR domain	0.0012	18	177
MSTRG.23391.11	BAR domain	0.0012	269	331
MSTRG.23391.11	SH3-domain	0.0019	347	360
MSTRG.23391.11	SH3-domain	0.0019	395	452
MSTRG.23391.2	BAR domain	0.00094	18	178
MSTRG.23391.2	BAR domain	0.00094	216	278
MSTRG.23391.3	BAR domain	0.0013	18	178
MSTRG.23391.3	BAR domain	0.0013	266	328
MSTRG.23391.4	BAR domain	0.015	18	86
MSTRG.23391.5	BAR domain	0.015	18	86
MSTRG.23391.6	BAR domain	0.025	1	86
MSTRG.23391.7	BAR domain	0.0067	18	70
MSTRG.23396.3	Choline/Carnitine O-acyltransferase	1.2e-09	4	226
MSTRG.23396.5	Choline/Carnitine O-acyltransferase	1.71e-11	31	328
MSTRG.23397.1	PTPA-like	2.29e-11	14	318
MSTRG.23415.1	AD-003 protein-like	5.6e-09	4	221
MSTRG.23415.2	AD-003 protein-like	5.6e-09	4	221
MSTRG.23423.1	Extended AAA-ATPase domain	0.057	60	130
MSTRG.23423.2	Extended AAA-ATPase domain	0.057	60	130
MSTRG.23426.1	FCH domain	7.31e-11	1	287
MSTRG.23426.1	SH3-domain	0.0013	532	602
MSTRG.23426.2	FCH domain	7.31e-11	1	287
MSTRG.23439.6	Eukaryotic type KH-domain (KH-domain type I)	2.67e-05	160	235
MSTRG.23439.6	Eukaryotic type KH-domain (KH-domain type I)	6.57e-05	351	425
MSTRG.23439.6	Eukaryotic type KH-domain (KH-domain type I)	4.72e-05	252	330
MSTRG.23439.6	Eukaryotic type KH-domain (KH-domain type I)	3.26e-05	72	158
MSTRG.23457.1	Nucleoporin domain	0.01	3	193
MSTRG.23457.2	Nucleoporin domain	0.01	3	236
MSTRG.23475.2	Phosphoribulokinase/pantothenate kinase	1.23e-07	27	221
MSTRG.23479.12	Pleckstrin-homology domain (PH domain)	5.16e-06	3	94
MSTRG.23479.24	G proteins	4.61e-07	2	131
MSTRG.2348.1	Glutamine synthetase, N-terminal domain	0.0057	21	108
MSTRG.23482.2	Classic zinc finger, C2H2	0.039	576	607
MSTRG.23482.5	Classic zinc finger, C2H2	0.039	646	677
MSTRG.23482.7	Classic zinc finger, C2H2	0.039	585	616
MSTRG.23484.1	Glutathione S-transferase (GST), N-terminal domain	4.07e-05	100	176
MSTRG.23493.1	Phosphatidylinositol phosphate kinase IIbeta, PIPK IIbeta	0.0014	49	218
MSTRG.23493.4	Phosphatidylinositol phosphate kinase IIbeta, PIPK IIbeta	0.0021	49	201
MSTRG.23497.4	Nucleotide and nucleoside kinases	2.81e-08	1	193
MSTRG.23503.1	Protein kinases, catalytic subunit	0.00027	12	57
MSTRG.23504.5	Ras GEF	0.012	205	372
MSTRG.23511.3	Sec1/munc18-like (SM) proteins	1.52e-09	5	221
MSTRG.23519.3	Ribosomal L11/L12e N-terminal domain	6.4e-06	1	86
MSTRG.23519.3	Ribosomal protein L11, C-terminal domain	0.0045	75	148
MSTRG.23522.3	Rap/Ran-GAP	1.07e-06	151	482
MSTRG.23524.1	Ras GEF	3.63e-05	14	304
MSTRG.23558.1	p120GAP domain-like	0.0031	95	465
MSTRG.23558.8	p120GAP domain-like	0.0031	95	465
MSTRG.23563.1	WD40-repeat	1e-04	140	406
MSTRG.23563.1	F-box domain	0.002	52	126
MSTRG.23564.2	Armadillo repeat	0.0088	45	178
MSTRG.23571.1	Outer arm dynein light chain 1	0.00053	112	267
MSTRG.23571.5	U2A'-like	0.025	115	258
MSTRG.23571.6	U2A'-like	0.025	115	258
MSTRG.23572.1	G proteins	4.17e-08	8	182
MSTRG.23572.2	G proteins	4.17e-08	8	182
MSTRG.23585.2	p120GAP domain-like	2.71e-05	283	600
MSTRG.23585.2	PLC-like (P variant)	0.078	157	279
MSTRG.23585.2	Pleckstrin-homology domain (PH domain)	0.026	104	154
MSTRG.2359.1	Classic zinc finger, C2H2	0.0068	413	470
MSTRG.2359.1	Classic zinc finger, C2H2	0.0046	272	330
MSTRG.2359.1	Classic zinc finger, C2H2	0.01	329	386
MSTRG.2359.1	Classic zinc finger, C2H2	0.012	455	507
MSTRG.2359.1	Classic zinc finger, C2H2	0.0085	234	286
MSTRG.23598.1	Canonical RBD	0.012	20	80
MSTRG.2360.1	Voltage-gated potassium channels	0.016	476	708
MSTRG.2360.1	Voltage-gated potassium channels	0.026	1480	1730
MSTRG.2360.1	Voltage-gated potassium channels	0.027	1155	1317
MSTRG.2360.1	Voltage-gated potassium channels	0.027	1354	1431
MSTRG.2360.1	Voltage-gated potassium channels	0.02	89	247
MSTRG.2360.1	Voltage-gated potassium channels	0.02	289	359
MSTRG.2360.3	Voltage-gated potassium channels	0.016	622	854
MSTRG.2360.3	Voltage-gated potassium channels	0.02	235	393
MSTRG.2360.3	Voltage-gated potassium channels	0.02	435	505
MSTRG.2360.3	Voltage-gated potassium channels	0.026	1626	1876
MSTRG.2360.3	Voltage-gated potassium channels	0.027	1301	1463
MSTRG.2360.3	Voltage-gated potassium channels	0.027	1500	1577
MSTRG.23611.1	RING finger domain, C3HC4	0.013	8	58
MSTRG.23611.1	CCCH zinc finger	0.0024	409	441
MSTRG.23615.1	Double-stranded RNA-binding domain (dsRBD)	0.00028	505	576
MSTRG.23615.1	Double-stranded RNA-binding domain (dsRBD)	1.68e-05	385	455
MSTRG.23615.3	Double-stranded RNA-binding domain (dsRBD)	0.00028	505	576
MSTRG.23615.3	Double-stranded RNA-binding domain (dsRBD)	1.68e-05	385	455
MSTRG.23615.4	Double-stranded RNA-binding domain (dsRBD)	0.00028	505	576
MSTRG.23615.4	Double-stranded RNA-binding domain (dsRBD)	1.68e-05	385	455
MSTRG.23615.5	Double-stranded RNA-binding domain (dsRBD)	0.00028	505	576
MSTRG.23615.5	Double-stranded RNA-binding domain (dsRBD)	1.68e-05	385	455
MSTRG.23615.6	Double-stranded RNA-binding domain (dsRBD)	0.00028	505	576
MSTRG.23615.6	Double-stranded RNA-binding domain (dsRBD)	1.68e-05	385	455
MSTRG.23660.5	Arp2/3 complex 16 kDa subunit ARPC5	0.001	9	53
MSTRG.23660.6	Arp2/3 complex 16 kDa subunit ARPC5	0.0018	9	40
MSTRG.23660.8	Arp2/3 complex 16 kDa subunit ARPC5	8.86e-06	9	122
MSTRG.23660.9	Arp2/3 complex 16 kDa subunit ARPC5	0.001	9	53
MSTRG.23679.2	YWTD domain	7.76e-05	118	393
MSTRG.23679.2	EGF-type module	0.014	476	510
MSTRG.23679.2	EGF-type module	0.03	512	547
MSTRG.23679.2	EGF-type module	0.037	611	652
MSTRG.23679.2	Growth factor receptor domain	0.017	22	106
MSTRG.23679.2	Growth factor receptor domain	0.017	392	437
MSTRG.23704.5	BCR-homology GTPase activation domain (BH-domain)	4.05e-05	197	390
MSTRG.23704.5	Pleckstrin-homology domain (PH domain)	0.0044	2	123
MSTRG.23704.7	BCR-homology GTPase activation domain (BH-domain)	2e-04	1	117
MSTRG.23704.8	BCR-homology GTPase activation domain (BH-domain)	2e-04	1	117
MSTRG.23707.2	Glycosyl transferases group 1	0.019	17	181
MSTRG.23707.2	Glycosyl transferases group 1	0.019	255	436
MSTRG.23710.1	Classic zinc finger, C2H2	0.021	211	263
MSTRG.23710.1	Classic zinc finger, C2H2	0.0067	278	328
MSTRG.23710.1	Classic zinc finger, C2H2	0.02	986	1022
MSTRG.23710.1	Homeodomain	0.012	653	698
MSTRG.23724.1	Extended AAA-ATPase domain	0.044	28	234
MSTRG.23724.11	Extended AAA-ATPase domain	0.044	28	234
MSTRG.23724.16	ABC transporter ATPase domain-like	0.087	33	115
MSTRG.23724.2	ABC transporter ATPase domain-like	0.087	33	193
MSTRG.23724.3	ABC transporter ATPase domain-like	0.087	33	115
MSTRG.23724.6	ABC transporter ATPase domain-like	0.087	33	124
MSTRG.23724.7	Extended AAA-ATPase domain	0.044	28	234
MSTRG.23725.4	Methyl-CpG-binding domain, MBD	0.031	19	81
MSTRG.23737.1	Snake venom toxins	0.041	43	128
MSTRG.23737.2	Snake venom toxins	0.041	43	128
MSTRG.23737.3	Snake venom toxins	0.041	43	128
MSTRG.23742.2	Snake venom toxins	0.078	45	129
MSTRG.23753.1	G proteins	0.0023	16	54
MSTRG.23756.1	Canonical RBD	0.014	11	86
MSTRG.23756.2	Canonical RBD	0.014	11	86
MSTRG.23756.6	Canonical RBD	0.014	11	86
MSTRG.23758.1	Spermadhesin, CUB domain	0.00038	134	247
MSTRG.23758.1	Link domain	2.15e-06	36	132
MSTRG.23760.1	Clathrin adaptor core protein	0.089	50	176
MSTRG.23760.1	Clathrin adaptor core protein	0.089	207	304
MSTRG.23760.1	Clathrin adaptor core protein	0.089	350	376
MSTRG.23760.1	Clathrin adaptor core protein	0.089	473	546
MSTRG.23760.1	Clathrin adaptor core protein	0.089	795	916
MSTRG.23770.1	G proteins	2.16e-05	13	90
MSTRG.23770.2	G proteins	2.16e-05	13	90
MSTRG.23776.3	VHS domain	0.00017	7	144
MSTRG.23780.6	Formin homology 2 domain (FH2 domain)	0.0036	4	176
MSTRG.23792.1	FF domain	0.0042	488	563
MSTRG.23792.1	FF domain	0.004	421	490
MSTRG.23792.1	FF domain	2.04e-05	353	416
MSTRG.23792.1	WW domain	0.00033	118	152
MSTRG.23792.1	WW domain	0.0015	149	187
MSTRG.23792.3	FF domain	0.0043	595	667
MSTRG.23792.3	FF domain	0.0042	512	587
MSTRG.23792.3	FF domain	0.004	445	514
MSTRG.23792.3	FF domain	2.19e-05	736	798
MSTRG.23792.3	FF domain	2.04e-05	377	440
MSTRG.23792.3	WW domain	0.0013	201	233
MSTRG.23792.3	WW domain	0.00037	156	189
MSTRG.23792.4	FF domain	0.0043	553	625
MSTRG.23792.4	FF domain	0.0042	470	545
MSTRG.23792.4	FF domain	0.004	403	472
MSTRG.23792.4	FF domain	2.19e-05	694	756
MSTRG.23792.4	FF domain	2.04e-05	335	398
MSTRG.23792.4	WW domain	0.00033	118	152
MSTRG.23792.4	WW domain	0.0013	159	191
MSTRG.23812.1	Cytoplasmic domain of inward rectifier potassium channel	1.13e-08	169	365
MSTRG.23812.1	Voltage-gated potassium channels	0.0063	64	185
MSTRG.23812.2	Cytoplasmic domain of inward rectifier potassium channel	1.13e-08	169	365
MSTRG.23812.2	Voltage-gated potassium channels	0.0063	64	185
MSTRG.2384.6	PDI-like	0.021	40	129
MSTRG.23852.1	WD40-repeat	0.00045	50	311
MSTRG.23852.1	U-box	0.0017	389	473
MSTRG.23852.1	SAM (sterile alpha motif) domain	0.06	328	396
MSTRG.23852.2	WD40-repeat	0.00026	3	308
MSTRG.23852.2	U-box	0.0017	390	474
MSTRG.23852.2	SAM (sterile alpha motif) domain	0.06	329	397
MSTRG.23852.3	WD40-repeat	0.00026	3	308
MSTRG.23852.3	U-box	0.0017	390	474
MSTRG.23852.3	SAM (sterile alpha motif) domain	0.06	329	397
MSTRG.23852.5	WD40-repeat	0.00045	50	311
MSTRG.23852.5	U-box	0.0017	389	473
MSTRG.23852.5	SAM (sterile alpha motif) domain	0.06	328	396
MSTRG.23852.6	WD40-repeat	0.00045	50	311
MSTRG.23852.6	U-box	0.0017	389	473
MSTRG.23852.6	SAM (sterile alpha motif) domain	0.06	328	396
MSTRG.23853.1	Methyl-CpG-binding domain, MBD	0.036	659	711
MSTRG.23853.2	Bromodomain	0.00018	1988	2097
MSTRG.23853.2	PHD domain	0.0018	1851	1917
MSTRG.23853.2	Methyl-CpG-binding domain, MBD	0.036	659	711
MSTRG.23853.3	Bromodomain	0.00018	2061	2170
MSTRG.23853.3	PHD domain	0.0018	1924	1990
MSTRG.23853.3	Methyl-CpG-binding domain, MBD	0.036	754	806
